,participant_id,file_name,Sentence ID,Iteration,probability,Expected Transcription,large,base,medium,small,tiny
94,t2,t2_M_MN_SAUCE_block4_sauce_95_2_L2_large-v3.txt,95_2,L2,nonword,"Riding on a shoom was an old, mean baby.",Riding on a shroom was an old mean baby.,Writing only shown was an old Ming baby.,Writing on a shroom was an old mean baby.,Writing on a shim was an old Ming baby.,Writing on the shim was an all-ming baby.
95,t2,t2_M_MN_SAUCE_block4_sauce_87_3_L1_large-v3.txt,87_3,L1,low prob,I like to bounce the slide.,I like to bounce the slide.,I like to bounce the slide.,I like to bounce the slide.,I like to bounce slide.,I like to bounce the slide.
96,t2,t2_M_MN_SAUCE_block4_sauce_100_1_L2_large-v3.txt,100_1,L2,nonword,I wish I had a plunk like that rubber ducky.,i wish i had a plunk like that rubber ducky.,I wish I had a plunk like that rob a doggy.,I wish I had a plunk like that rubber ducky.,I wish I had a plunk like that rubber doggy.,I wish I had a plunk like that robot doggy.
97,t2,t2_F_MN_SAUCE_block0_sauce_73_1_R4P2_large-v3.txt,73_1,R4P2,high prob,Use the remote to change the channels on the tv.,Use the remote to change the channels on the TV.,Use the remote to change the channels on the TV.,Use the remote to change the channels on the TV.,Use the remote to change the channels on the TV.,Use the remote to change channels on TV.
98,t2,t2_M_MN_SAUCE_block4_sauce_96_1_L1_large-v3.txt,96_1,L1,nonword,"In the oods lived a big, growly witch.",In the woods lives a big crawly witch.,"In the ooz, lift a big crawly wedge.",In the oothe lives a big growly witch.,"In the woods, leaves a big growly witch.","In the woods, lift a big crawly wedge."
99,t2,t2_F_MN_SAUCE_block0_sauce_47_1_L2_large-v3.txt,47_1,L2,nonword,"At brinner, my family sits together at the man.","At Brunner, my family sits together at the man.",A printer my family sits together at a man.,"At Brinner, my family sits together as a man.",I bring my family's sister-gather at the man.,I bring my family's sister together at the men.
100,t2,t2_F_MN_SAUCE_block0_sauce_56_3_L2_large-v3.txt,56_3,L2,nonword,I was scared that under my gred there could be a motorcycle.,I was scared that under my grad there could be a motorcycle.,I was scared that under my grad there could be a motorcycle.,I was scared that under my grad there could be a motorcycle.,I was scared that under my grad there could be a motorcycle.,I was scared that under my gradio could be a motorcycle.
101,t2,t2_F_MN_SAUCE_block0_sauce_44_2_L1_large-v3.txt,44_2,L1,low prob,"When Grandma reads, she needs her boat.","When grandma reads, she needs her boat.",When grandma reads she needs her boat.,When grandma reads she needs her boat.,When grandma read she needs her boat.,"When Grandma reads, she needs her boat."
102,t2,t2_F_MN_SAUCE_block0_sauce_18_3_L2_large-v3.txt,18_3,L2,low prob,Mommy read me my favorite broom.,Mommy ran me my favorite broom.,Mommy rami my favorite brun.,Mami Rami my favorite broom.,Mommy Rami my favorite broom.,Mommy Ramsay my friend Sabrina Brown.
103,t2,t2_M_MN_SAUCE_block4_sauce_89_2_L2_large-v3.txt,89_2,L2,low prob,"When we lost electricity, we had to light a monster.","When we lost electricity, we had to light a monster.","When we lost electricity, we had to light a monster.","When we lost electricity, we had to light a monster.","When we lost electricity, we had a light monster.","When we lost electricity, we had to light a monster."
104,t2,t2_F_MN_SAUCE_block0_sauce_16_2_L1_large-v3.txt,16_2,L1,high prob,On the ceiling I saw a creepy-crawly spider.,"On the ceiling, I saw a creepy crawly spider.",On the sailing I saw a creepy crawly spider.,"On the ceiling, I saw a creepy crawly spider.","On the ceiling, I saw a creepy crawly spider.",On the ceiling I saw a creepy crawly spider.
105,t2,t2_F_MN_SAUCE_block0_sauce_15_1_L2_large-v3.txt,15_1,L2,nonword,My nend likes pepperoni on his money.,My nan likes pepperoni on his money.,My nan lives paparani on his money.,My Nan likes paparazzi on his money.,My name likes paparazzi on his money.,My then-life's paparani all his money.
106,t2,t2_F_MN_SAUCE_block0_sauce_58_2_L1_large-v3.txt,58_2,L1,nonword,Inside the frest sat a beautiful table.,Inside the flat set a beautiful table.,Inside the fresh satin beautiful table.,"Inside the flat, set a beautiful table.","Inside the fresh, sad, beautiful table.",Inside the front side are beautiful table.
107,t2,t2_F_MN_SAUCE_block0_sauce_61_2_L2_large-v3.txt,61_2,L2,low prob,I used 3 big snowballs to make a bear.,I used three big snowballs to make a bear.,I used three big snowballs to make a bear.,I used three big snowballs to make a bear.,I used 3 big snowballs to make a bear.,I used three big snowballs to make it beer.
108,t2,t2_F_MN_SAUCE_block0_sauce_6_1_L2_large-v3.txt,6_1,L2,high prob,The scared turtle won't come out of its shell.,The scared turtle won't come out of its shell.,The skier turtle won't come out of his shell.,The scared turtle won't come out of its shell.,The scared turtle won't come out of its shell.,The scared turtle won't come out of his shell.
109,t2,t2_F_MN_SAUCE_block0_sauce_73_3_L1_large-v3.txt,73_3,L1,nonword,Use the resote to change the channels on the castle.,Use the result to change the channels on the castle.,"Use the result to change the channels on the castle.
Result OK.",Use the resort to change the channels on the castle.,Use the result to change the channels on the castle.,Use the resort to change the channels on the castle.
110,t2,t2_F_MN_SAUCE_block0_sauce_5_2_L1_large-v3.txt,5_2,L1,low prob,She got stung by a flag.,She got a stone by a flag.,She got a stone by a flag.,She got us donned by a flag.,She got a stone by a flag.,She got a stone by a flag.
111,t2,t2_F_MN_SAUCE_block0_sauce_62_1_L1_large-v3.txt,62_1,L1,low prob,The cowboy is very good at riding his hat.,The cowboy is very good at riding his head.,The Cowboy is very good at riding his head.,The cowboy is very good at riding his head.,The cowboy is very good at riding his head.,The car boy is very good at riding his head.
112,t2,t2_F_MN_SAUCE_block0_sauce_49_2_L2_large-v3.txt,49_2,L2,high prob,The boy will grow to become a man.,The boy will grow to become a man.,The boy will grow to become nomen.,The boy will grow to become the man.,The boy will grow to become the man.,The boy will grow to become the man.
113,t2,t2_F_MN_SAUCE_block0_sauce_15_3_L1_large-v3.txt,15_3,L1,low prob,My friend likes pepperoni on his money.,My friend likes pepperoni on his money.,My friend's life's top around me on his money.,My friend likes pepperoni on his money.,My friend lies pepperoni on his money.,My friends lies to a pirani on his money.
114,t2,t2_M_MN_SAUCE_block4_sauce_98_2_L1_large-v3.txt,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,There's one bathroom for the boys and one for ants.,There's one heather for the boys and one for ants.,there's one headroom for the boys and one for ants.,There's one hat room for the boys and one for ants.
115,t2,t2_F_MN_SAUCE_block0_sauce_70_2_L1_large-v3.txt,70_2,L1,high prob,Cows eat a lot of grass.,Cows eat a lot of grass.,Cows eat a lot of grass.,Cows eat a lot of grass.,Cows eat a lot of grass.,cows eat a lot of grass.
116,t2,t2_F_MN_SAUCE_block0_sauce_6_3_L1_large-v3.txt,6_3,L1,nonword,The scared Jurtle won't come out of its airplane.,The scared turtle won't come out of its airplane.,The scared turtle won't come out of his airplane.,The scared turtle won't come out of his airplane.,The scared turtle won't come out of its airplane.,The scared journal won't come out of his airplane.
117,t2,t2_F_MN_SAUCE_block0_sauce_62_3_L2_large-v3.txt,62_3,L2,nonword,The lowboy is very good at riding his hat.,The Lao boy is very good at riding his head.,The Lao Boy is very good at writing his head.,The Lao boy is very good at riding his head.,The loud boy is very good at riding his head.,The loud voice very good at writing his head.
118,t2,t2_F_MN_SAUCE_block0_sauce_73_1_L2_large-v3.txt,73_1,L2,high prob,Use the remote to change the channels on the tv.,Use the remote to change the channels on the TV.,Use the remote to change the channels on the TV.,Use the remote to change the channels on the TV.,Use the remote to change the channels on the TV.,Use the remote to change the channels on the TV.
119,t2,t2_F_MN_SAUCE_block0_sauce_50_2_L2_large-v3.txt,50_2,L2,low prob,Soldiers shoot with their glasses.,Soldiers shoot with their glasses.,Sold your shoot with the glasses.,Soldiers shoot with their glasses.,Soldiers shoot with their glasses.,Soldier should lift their glasses.
120,t2,t2_F_MN_SAUCE_block0_sauce_42_3_L1_large-v3.txt,42_3,L1,low prob,"To keep the sun out of my face, I wear a train.","To keep the sound out of my face, I wear a train.","To keep the sound out of my face, I wear a train.","To keep the sound out of my face, I wear a train.","To keep the sound out of my face, I wear a train.",To keep the sound out of my face I wear a train.
121,t2,t2_F_MN_SAUCE_block0_sauce_53_1_L1_large-v3.txt,53_1,L1,high prob,The vampire can turn into a bat.,The vampire can turn into a bat.,The vampire can turn into a bat.,The vampire can turn into a bat.,The vampire can turn into a bed.,The vampire can turn into a bat.
122,t2,t2_M_MN_SAUCE_block4_sauce_82_1_L2_large-v3.txt,82_1,L2,nonword,I want to breep in my dog.,I want to breathe in my dog.,I want to rip in my dog.,I want to breathe in my dog.,I want to breathe in my dog.,I want to breathe in my dog.
123,t2,t2_M_MN_SAUCE_block4_sauce_93_3_L2_large-v3.txt,93_3,L2,high prob,I pledge allegiance to the flag.,I pledge allegiance to the flag.,I pleat a legus to the flag.,I pledge allegiance to the flag.,I pledge allegiance to the flag.,I bleach alleges to the flag.
124,t2,t2_M_MN_SAUCE_block4_sauce_81_2_L1_large-v3.txt,81_2,L1,high prob,In the pond there was one quacking duck.,In the pond there was one quacking dog.,In the palm there was one quacking dog.,In the pound there was one quacking dog.,In the pound there was one quacking dog.,In the palm there was one clock in dog.
125,t2,t2_F_MN_SAUCE_block0_sauce_27_2_L1_large-v3.txt,27_2,L1,nonword,The fimmer was being chased by a giant house.,The femur was being chased by a giant house.,The femur was being chased by a giant house.,The femur was being chased by a giant house.,The femur was being chased by a giant house.,The Fimo was being chased by a giant house.
126,t2,t2_F_MN_SAUCE_block0_sauce_24_1_L2_large-v3.txt,24_1,L2,high prob,The mommy put a diaper on her baby.,The mommy put a diaper on her baby.,The mommy put a diaper on her baby.,The mommy put a diaper on her baby.,The mommy put a diaper on her baby.,The mommy put a diaper on her baby.
127,t2,t2_F_MN_SAUCE_block0_sauce_35_3_L2_large-v3.txt,35_3,L2,high prob,"At the haunted house, I saw a ghost.","At the haunted house, I saw a ghost.",At the Hunter house I saw it ghost.,At the haunted house I saw a ghost.,"At the haunted house, I saw a ghost.",At the haunted house I saw a ghost.
128,t2,t2_F_MN_SAUCE_block0_sauce_69_2_L1_large-v3.txt,69_2,L1,nonword,Spids sit in the back seat of the bee.,Spitz sits in the back seat of the bee.,Spit sit in the back seat of the bee.,Spit sit in the back seat of the bee.,Spit sit in the back seat of the bee.,Spit sit in the back seat of the B.
129,t2,t2_M_MN_SAUCE_block4_sauce_93_1_L1_large-v3.txt,93_1,L1,nonword,I pledge asSEEgiance to the elephant.,i pledge allegiance to the elephants.,I pleaded each seasons to the elephants.,I plead adjudgence to the elephants.,I pledge a exigence to the elephants.,I pledge allegiance to the elephants.
130,t2,t2_M_MN_SAUCE_block4_sauce_82_3_L1_large-v3.txt,82_3,L1,low prob,I want to sleep in my dog.,I want to sleep in my dog.,I want to sleep in my dog.,I want to sleep in my dog.,I want to sleep in my dog.,I want to sleep in my dog.
131,t2,t2_M_MN_SAUCE_block4_sauce_90_2_L2_large-v3.txt,90_2,L2,high prob,"When recess ends, the teacher rings the bell.","When recess ends, the teacher rings the bell.",When reset ends the teacher reads the bell.,"When recess ends, the teacher rings the bell.",When reset sends the teacher rings the bell.,Where Reset stands the teacher Reense the Bell.
132,t2,t2_F_MN_SAUCE_block0_sauce_41_2_L1_large-v3.txt,41_2,L1,high prob,"Oink Oink, said the pig.","Oink oink, set the peg.",Onk onk set the peg.,"Oink oink, set the peg.","Oink oink, set the peg.",Oink on set the peg.
133,t2,t2_M_MN_SAUCE_block4_sauce_79_2_L1_large-v3.txt,79_2,L1,nonword,There are three tedrooms in their carrot.,There are three tad rooms in their carrots.,There's retad room in your carrots.,There are three tadrooms in their carrots.,There are three Tatum in their carrots.,There is retadrum in your cards.
134,t2,t2_F_MN_SAUCE_block0_sauce_53_3_L2_large-v3.txt,53_3,L2,low prob,The vampire can turn into a ring.,The vampire can turn into a ring.,The vampire can turn into a ring.,The vampire can turn into a ring.,The vampire can turn into a ring.,The vampire can turn into a ring.
135,t2,t2_F_MN_SAUCE_block0_sauce_42_1_L2_large-v3.txt,42_1,L2,high prob,"To keep the sun out of my face, I wear a hat.","To keep the sun out of my face, I wear a hat.","To keep the sun out of my face I wear a hat.
Hat.","To keep the sound out of my face, I wear a hat.","To keep the sound out of my face, I wear a hat.
Hat.",To keep the sound out of my face I wear a head.
136,t2,t2_F_MN_SAUCE_block0_sauce_36_2_L2_large-v3.txt,36_2,L2,low prob,Sitting on the lilypad was a bridge.,Sitting on the lily pad was a bridge.,Sitting on the Leili pad was a bridge.,Sitting on the lily pad was a bridge.,Sitting on the lily pad was a bridge.,Sitting on the little pad was a bridge.
137,t2,t2_F_MN_SAUCE_block0_sauce_35_1_L1_large-v3.txt,35_1,L1,low prob,"At the haunted house, I saw a bird.","At the haunted house, I saw a bird.","At the haunted house, I saw a bird.","At the haunted house, I saw a bird.","At the haunted house, I saw a bird.","At the haunted house, I saw a bird."
138,t2,t2_F_MN_SAUCE_block0_sauce_24_3_L1_large-v3.txt,24_3,L1,nonword,The plommy put a diaper on her cereal.,"My.
the plummy put a diaper on her cereal.
Okay.","My.
The Plummy put a diaper on her cereal.
The mom is the mom's mom's mom's mom's mom's.
Okay.",my the plummy put a diaper on her cereal okay.,"My the plummy put a diaper on her cereal.
Okay.","My.
the plami put a diaper on her cereal.
Okay."
139,t2,t2_F_MN_SAUCE_block0_sauce_6_2_R2P2_large-v3.txt,6_2,R2P2,low prob,The scared turtle won't come out of its airplane.,The scared turtle won't come out of its airplane.,The Skier Turtle won't come out of his airplane.,The scared turtle won't come out of its airplane.,The scared turtle won't come out of his airplane.,The skier turtle will come out of his ear plane.
140,t2,t2_F_MN_SAUCE_block0_sauce_67_1_L1_large-v3.txt,67_1,L1,nonword,The matterpillar turned into a piano.,The metapillar turned into a piano.,The metapillar turns into a piano.,The metapillar turned into a piano.,The Metapillar turns into a piano.,The Metapular Turn In To A Piano.
141,t2,t2_F_MN_SAUCE_block0_sauce_3_1_L2_large-v3.txt,3_1,L2,nonword,"The hing wore a shiny, gold box",The King Washed a Shiny Gold Box.,The King Worsh Aishani Gold Box.,The king washed a shiny gold box.,The King Warsh a Shiny Gold Box.,"The King Worsh, Aishani, Goldbox."
